10 15
17
8243 540221526 2616 875634739 874530314 1 824194336 C 1 10 1
14368 941643274 13856 824195104 541264437 1 824202250 C 2 1 15
8240 540024880 8240 540024881 540024880 1 540024880 V 3 1 9
8240 540024880 8240 540024880 540090416 1 540090417 T 4 1 13
2608 540090417 8240 540024880 540024881 1 540024880 C 5 2 3
8240 540024881 8241 540024880 540024880 1 540019248 T 6 3 1
8240 540024880 8240 170926128 540024880 1 540024881 V 7 3 8
8240 540019248 8241 540024881 540090416 1 540024881 C 8 3 14
8240 540090417 8241 540090416 540090417 1 540024880 F 9 4 5
8241 540024880 8241 540090416 170926128 1 540024880 F 10 5 12
8241 540024880 2608 540024880 540024880 1 540090416 T 11 6 3
8241 540024880 8240 540024880 540024880 1 540090416 T 12 7 10
8240 540024880 8240 540090417 540024880 1 540024880 C 13 8 2
8240 540024880 8240 540019248 540024880 1 540024880 V 14 8 6
8240 540024881 8240 540024880 540024880 1 540024880 T 15 8 15
12320 807415840 12320 807415840 824193056 1 807415840 C 16 9 13
0 0 0 0 0 0 0 T 17 10 3
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0
0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0
0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0
0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0
0 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 0
0 0 0 0 1 1 1 0 0 1 1 1 0 0 0 0 0
0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0
0 0 0 0 0 1 0 0 1 0 0 1 1 1 0 0 0
0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0
1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1
0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1
0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0
0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
